[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]  518    0    0   48 / 1000    25.1s test_prop_SinglePreserve (collecting)
[ ]  533    0    0   50 / 1000    25.9s test_prop_SinglePreserve (collecting)
[ ]  540    0    0   50 / 1000    26.0s test_prop_SinglePreserve (collecting)
[ ]  557    0    0   51 / 1000    28.4s test_prop_SinglePreserve (collecting)
[ ]  561    0    0   51 / 1000    29.0s test_prop_SinglePreserve (collecting)
[ ]  574    0    0   53 / 1000    29.8s test_prop_SinglePreserve (collecting)
[ ]  591    0    0   56 / 1000    29.9s test_prop_SinglePreserve (collecting)
[ ]  606    0    0   57 / 1000    32.3s test_prop_SinglePreserve (collecting)
[ ]  615    0    0   59 / 1000    32.4s test_prop_SinglePreserve (collecting)
[ ]  626    0    0   60 / 1000    33.2s test_prop_SinglePreserve (collecting)
[ ]  667    0    0   63 / 1000    33.3s test_prop_SinglePreserve (collecting)
[ ]  674    0    0   63 / 1000    33.4s test_prop_SinglePreserve (collecting)
[ ]  687    0    0   64 / 1000    33.7s test_prop_SinglePreserve (collecting)
[ ]  696    0    0   65 / 1000    34.5s test_prop_SinglePreserve (collecting)
[ ]  738    0    0   68 / 1000    34.6s test_prop_SinglePreserve (collecting)
[ ]  759    0    0   70 / 1000    34.7s test_prop_SinglePreserve (collecting)
[ ]  768    0    0   71 / 1000    36.9s test_prop_SinglePreserve (collecting)
[ ]  779    0    0   72 / 1000    39.1s test_prop_SinglePreserve (collecting)
[ ]  783    0    0   72 / 1000    39.2s test_prop_SinglePreserve (collecting)
[ ]  795    0    0   72 / 1000    42.2s test_prop_SinglePreserve (collecting)
[ ]  808    0    0   72 / 1000    42.4s test_prop_SinglePreserve (collecting)
[ ]  813    0    0   73 / 1000    42.6s test_prop_SinglePreserve (collecting)
[ ]  861    0    0   78 / 1000    43.5s test_prop_SinglePreserve (collecting)
[ ]  864    0    0   78 / 1000    45.8s test_prop_SinglePreserve (collecting)
[ ]  871    0    0   78 / 1000    48.1s test_prop_SinglePreserve (collecting)
[ ]  883    0    0   79 / 1000    48.2s test_prop_SinglePreserve (collecting)
[ ]  895    0    0   80 / 1000    48.3s test_prop_SinglePreserve (collecting)
[ ]  906    0    0   81 / 1000    48.4s test_prop_SinglePreserve (collecting)
[ ]  914    0    0   82 / 1000    48.5s test_prop_SinglePreserve (collecting)
[ ]  922    0    0   82 / 1000    49.1s test_prop_SinglePreserve (collecting)
[ ]  940    0    0   85 / 1000    51.8s test_prop_SinglePreserve (collecting)
[ ]  957    0    0   89 / 1000    52.0s test_prop_SinglePreserve (collecting)
[ ]  971    0    0   89 / 1000    52.2s test_prop_SinglePreserve (collecting)
[ ]  976    0    0   89 / 1000    53.2s test_prop_SinglePreserve (collecting)
[ ]  980    0    0   89 / 1000    55.2s test_prop_SinglePreserve (collecting)
[ ] 1001    0    0   90 / 1000    55.4s test_prop_SinglePreserve (collecting)
[ ] 1043    0    0   96 / 1000    55.5s test_prop_SinglePreserve (collecting)
[ ] 1068    0    0  100 / 1000    55.6s test_prop_SinglePreserve (collecting)
[ ] 1110    0    0  102 / 1000    55.7s test_prop_SinglePreserve (collecting)
[ ] 1115    0    0  103 / 1000    55.8s test_prop_SinglePreserve (collecting)
[ ] 1147    0    0  104 / 1000    56.0s test_prop_SinglePreserve (collecting)
[ ] 1180    0    0  106 / 1000    56.1s test_prop_SinglePreserve (collecting)
[ ] 1193    0    0  109 / 1000    56.2s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0  111 / 1000    56.2s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 56028.08]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]    4    0    0    0 / 1000     0.8s test_prop_SinglePreserve (collecting)
[ ]   55    0    0    8 / 1000     0.9s test_prop_SinglePreserve (collecting)
[ ]   68    0    0    8 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]   99    0    0   13 / 1000     3.7s test_prop_SinglePreserve (collecting)
[ ]  110    0    0   13 / 1000     4.3s test_prop_SinglePreserve (collecting)
[ ]  126    0    0   14 / 1000     4.8s test_prop_SinglePreserve (collecting)
[ ]  151    0    0   14 / 1000     4.9s test_prop_SinglePreserve (collecting)
[ ]  158    0    0   15 / 1000     7.2s test_prop_SinglePreserve (collecting)
[ ]  164    0    0   15 / 1000     7.3s test_prop_SinglePreserve (collecting)
[ ]  176    0    0   16 / 1000     7.6s test_prop_SinglePreserve (collecting)
[ ]  185    0    0   16 / 1000     7.7s test_prop_SinglePreserve (collecting)
[ ]  210    0    0   16 / 1000    10.1s test_prop_SinglePreserve (collecting)
[ ]  220    0    0   16 / 1000    10.2s test_prop_SinglePreserve (collecting)
[ ]  233    0    0   19 / 1000    10.3s test_prop_SinglePreserve (collecting)
[ ]  251    0    0   20 / 1000    10.4s test_prop_SinglePreserve (collecting)
[ ]  265    0    0   20 / 1000    10.6s test_prop_SinglePreserve (collecting)
[ ]  277    0    0   20 / 1000    11.1s test_prop_SinglePreserve (collecting)
[ ]  279    0    0   21 / 1000    12.0s test_prop_SinglePreserve (collecting)
[ ]  294    0    0   22 / 1000    12.1s test_prop_SinglePreserve (collecting)
[ ]  295    0    0   22 / 1000    12.5s test_prop_SinglePreserve (collecting)
[ ]  301    0    0   23 / 1000    13.3s test_prop_SinglePreserve (collecting)
[ ]  306    0    0   24 / 1000    15.8s test_prop_SinglePreserve (collecting)
[ ]  325    0    0   28 / 1000    18.0s test_prop_SinglePreserve (collecting)
[ ]  335    0    0   31 / 1000    19.0s test_prop_SinglePreserve (collecting)
[ ]  367    0    0   32 / 1000    19.1s test_prop_SinglePreserve (collecting)
[ ]  381    0    0   33 / 1000    19.3s test_prop_SinglePreserve (collecting)
[ ]  384    0    0   34 / 1000    20.0s test_prop_SinglePreserve (collecting)
[ ]  398    0    0   36 / 1000    20.8s test_prop_SinglePreserve (collecting)
[ ]  450    0    0   42 / 1000    21.2s test_prop_SinglePreserve (collecting)
[ ]  490    0    0   45 / 1000    23.4s test_prop_SinglePreserve (collecting)
[ ]  493    0    0   45 / 1000    23.8s test_prop_SinglePreserve (collecting)
[ ]  510    0    0   46 / 1000    24.0s test_prop_SinglePreserve (collecting)
[ ]  551    0    0   49 / 1000    24.1s test_prop_SinglePreserve (collecting)
[ ]  578    0    0   51 / 1000    26.8s test_prop_SinglePreserve (collecting)
[ ]  582    0    0   51 / 1000    27.4s test_prop_SinglePreserve (collecting)
[ ]  596    0    0   54 / 1000    28.2s test_prop_SinglePreserve (collecting)
[ ]  605    0    0   54 / 1000    29.0s test_prop_SinglePreserve (collecting)
[ ]  648    0    0   55 / 1000    29.2s test_prop_SinglePreserve (collecting)
[ ]  669    0    0   57 / 1000    29.3s test_prop_SinglePreserve (collecting)
[ ]  705    0    0   59 / 1000    29.4s test_prop_SinglePreserve (collecting)
[ ]  709    0    0   59 / 1000    30.2s test_prop_SinglePreserve (collecting)
[ ]  745    0    0   61 / 1000    32.6s test_prop_SinglePreserve (collecting)
[ ]  755    0    0   61 / 1000    32.7s test_prop_SinglePreserve (collecting)
[ ]  767    0    0   61 / 1000    32.8s test_prop_SinglePreserve (collecting)
[ ]  791    0    0   63 / 1000    32.9s test_prop_SinglePreserve (collecting)
[ ]  804    0    0   63 / 1000    35.5s test_prop_SinglePreserve (collecting)
[ ]  846    0    0   64 / 1000    35.6s test_prop_SinglePreserve (collecting)
[ ]  892    0    0   70 / 1000    35.7s test_prop_SinglePreserve (collecting)
[ ]  912    0    0   73 / 1000    35.8s test_prop_SinglePreserve (collecting)
[ ]  954    0    0   74 / 1000    35.9s test_prop_SinglePreserve (collecting)
[ ]  994    0    0   77 / 1000    36.3s test_prop_SinglePreserve (collecting)
[ ] 1008    0    0   77 / 1000    37.1s test_prop_SinglePreserve (collecting)
[ ] 1013    0    0   77 / 1000    37.8s test_prop_SinglePreserve (collecting)
[ ] 1021    0    0   77 / 1000    38.1s test_prop_SinglePreserve (collecting)
[ ] 1037    0    0   77 / 1000    38.5s test_prop_SinglePreserve (collecting)
[ ] 1050    0    0   78 / 1000    39.3s test_prop_SinglePreserve (collecting)
[ ] 1054    0    0   78 / 1000    39.5s test_prop_SinglePreserve (collecting)
[ ] 1071    0    0   81 / 1000    40.3s test_prop_SinglePreserve (collecting)
[ ] 1080    0    0   83 / 1000    42.6s test_prop_SinglePreserve (collecting)
[ ] 1111    0    0   87 / 1000    42.7s test_prop_SinglePreserve (collecting)
[ ] 1127    0    0   89 / 1000    43.6s test_prop_SinglePreserve (collecting)
[ ] 1138    0    0   90 / 1000    45.8s test_prop_SinglePreserve (collecting)
[ ] 1173    0    0   93 / 1000    48.0s test_prop_SinglePreserve (collecting)
[ ] 1183    0    0   94 / 1000    48.1s test_prop_SinglePreserve (collecting)
[ ] 1198    0    0   97 / 1000    48.3s test_prop_SinglePreserve (collecting)
[ ] 1199    0    0   97 / 1000    50.5s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   97 / 1000    50.5s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 50416.95]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   27    0    0    2 / 1000     0.1s test_prop_SinglePreserve (collecting)
[ ]   30    0    0    2 / 1000     2.5s test_prop_SinglePreserve (collecting)
[ ]   46    0    0    3 / 1000     2.6s test_prop_SinglePreserve (collecting)
[ ]   79    0    0    5 / 1000     2.7s test_prop_SinglePreserve (collecting)
[ ]   84    0    0    5 / 1000     3.7s test_prop_SinglePreserve (collecting)
[ ]  111    0    0    6 / 1000     3.8s test_prop_SinglePreserve (collecting)
[ ]  119    0    0    7 / 1000     4.1s test_prop_SinglePreserve (collecting)
[ ]  131    0    0    8 / 1000     6.2s test_prop_SinglePreserve (collecting)
[ ]  134    0    0    8 / 1000     7.0s test_prop_SinglePreserve (collecting)
[ ]  142    0    0    8 / 1000     9.4s test_prop_SinglePreserve (collecting)
[ ]  178    0    0    9 / 1000     9.5s test_prop_SinglePreserve (collecting)
[ ]  217    0    0   11 / 1000    10.4s test_prop_SinglePreserve (collecting)
[ ]  242    0    0   15 / 1000    10.9s test_prop_SinglePreserve (collecting)
[ ]  251    0    0   15 / 1000    13.1s test_prop_SinglePreserve (collecting)
[ ]  252    0    0   15 / 1000    13.7s test_prop_SinglePreserve (collecting)
[ ]  253    0    0   15 / 1000    13.9s test_prop_SinglePreserve (collecting)
[ ]  256    0    0   16 / 1000    14.8s test_prop_SinglePreserve (collecting)
[ ]  261    0    0   16 / 1000    15.6s test_prop_SinglePreserve (collecting)
[ ]  270    0    0   16 / 1000    16.3s test_prop_SinglePreserve (collecting)
[ ]  305    0    0   17 / 1000    16.7s test_prop_SinglePreserve (collecting)
[ ]  315    0    0   18 / 1000    16.8s test_prop_SinglePreserve (collecting)
[ ]  338    0    0   20 / 1000    17.0s test_prop_SinglePreserve (collecting)
[ ]  348    0    0   22 / 1000    17.8s test_prop_SinglePreserve (collecting)
[ ]  361    0    0   22 / 1000    17.9s test_prop_SinglePreserve (collecting)
[ ]  368    0    0   22 / 1000    18.6s test_prop_SinglePreserve (collecting)
[ ]  383    0    0   24 / 1000    19.5s test_prop_SinglePreserve (collecting)
[ ]  385    0    0   24 / 1000    19.7s test_prop_SinglePreserve (collecting)
[ ]  420    0    0   25 / 1000    19.8s test_prop_SinglePreserve (collecting)
[ ]  434    0    0   28 / 1000    19.9s test_prop_SinglePreserve (collecting)
[ ]  437    0    0   28 / 1000    22.4s test_prop_SinglePreserve (collecting)
[ ]  439    0    0   28 / 1000    22.6s test_prop_SinglePreserve (collecting)
[ ]  460    0    0   31 / 1000    22.7s test_prop_SinglePreserve (collecting)
[ ]  482    0    0   33 / 1000    23.4s test_prop_SinglePreserve (collecting)
[ ]  508    0    0   38 / 1000    24.3s test_prop_SinglePreserve (collecting)
[ ]  516    0    0   39 / 1000    24.5s test_prop_SinglePreserve (collecting)
[ ]  526    0    0   40 / 1000    25.3s test_prop_SinglePreserve (collecting)
[ ]  532    0    0   40 / 1000    25.4s test_prop_SinglePreserve (collecting)
[ ]  550    0    0   43 / 1000    26.2s test_prop_SinglePreserve (collecting)
[ ]  578    0    0   44 / 1000    26.9s test_prop_SinglePreserve (collecting)
[ ]  618    0    0   45 / 1000    27.1s test_prop_SinglePreserve (collecting)
[ ]  629    0    0   45 / 1000    27.7s test_prop_SinglePreserve (collecting)
[ ]  652    0    0   46 / 1000    27.8s test_prop_SinglePreserve (collecting)
[ ]  675    0    0   47 / 1000    28.1s test_prop_SinglePreserve (collecting)
[ ]  691    0    0   50 / 1000    28.4s test_prop_SinglePreserve (collecting)
[ ]  699    0    0   50 / 1000    28.5s test_prop_SinglePreserve (collecting)
[ ]  722    0    0   55 / 1000    28.6s test_prop_SinglePreserve (collecting)
[ ]  741    0    0   55 / 1000    29.4s test_prop_SinglePreserve (collecting)
[ ]  742    0    0   55 / 1000    29.6s test_prop_SinglePreserve (collecting)
[ ]  779    0    0   58 / 1000    29.7s test_prop_SinglePreserve (collecting)
[ ]  785    0    0   60 / 1000    30.5s test_prop_SinglePreserve (collecting)
[ ]  797    0    0   63 / 1000    31.3s test_prop_SinglePreserve (collecting)
[ ]  823    0    0   64 / 1000    31.4s test_prop_SinglePreserve (collecting)
[ ]  846    0    0   65 / 1000    32.2s test_prop_SinglePreserve (collecting)
[ ]  855    0    0   65 / 1000    32.4s test_prop_SinglePreserve (collecting)
[ ]  860    0    0   65 / 1000    32.5s test_prop_SinglePreserve (collecting)
[ ]  891    0    0   65 / 1000    33.4s test_prop_SinglePreserve (collecting)
[ ]  901    0    0   65 / 1000    33.5s test_prop_SinglePreserve (collecting)
[ ]  942    0    0   67 / 1000    34.2s test_prop_SinglePreserve (collecting)
[ ]  972    0    0   68 / 1000    36.4s test_prop_SinglePreserve (collecting)
[ ] 1005    0    0   71 / 1000    36.5s test_prop_SinglePreserve (collecting)
[ ] 1015    0    0   71 / 1000    37.4s test_prop_SinglePreserve (collecting)
[ ] 1055    0    0   72 / 1000    37.5s test_prop_SinglePreserve (collecting)
[ ] 1057    0    0   73 / 1000    38.3s test_prop_SinglePreserve (collecting)
[ ] 1063    0    0   73 / 1000    40.6s test_prop_SinglePreserve (collecting)
[ ] 1064    0    0   73 / 1000    41.4s test_prop_SinglePreserve (collecting)
[ ] 1099    0    0   76 / 1000    41.5s test_prop_SinglePreserve (collecting)
[ ] 1102    0    0   76 / 1000    41.6s test_prop_SinglePreserve (collecting)
[ ] 1136    0    0   77 / 1000    41.8s test_prop_SinglePreserve (collecting)
[ ] 1169    0    0   81 / 1000    42.2s test_prop_SinglePreserve (collecting)
[ ] 1176    0    0   81 / 1000    42.3s test_prop_SinglePreserve (collecting)
[ ] 1196    0    0   82 / 1000    42.5s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   82 / 1000    42.5s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 42498.71]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]    1    0    0    0 / 1000     2.4s test_prop_SinglePreserve (collecting)
[ ]   24    0    0    2 / 1000     2.7s test_prop_SinglePreserve (collecting)
[ ]   74    0    0    6 / 1000     2.9s test_prop_SinglePreserve (collecting)
[ ]  101    0    0    7 / 1000     5.4s test_prop_SinglePreserve (collecting)
[ ]  104    0    0    7 / 1000     6.1s test_prop_SinglePreserve (collecting)
[ ]  112    0    0    7 / 1000     7.0s test_prop_SinglePreserve (collecting)
[ ]  149    0    0    9 / 1000     7.5s test_prop_SinglePreserve (collecting)
[ ]  154    0    0   10 / 1000     8.2s test_prop_SinglePreserve (collecting)
[ ]  159    0    0   10 / 1000     9.0s test_prop_SinglePreserve (collecting)
[ ]  195    0    0   15 / 1000     9.7s test_prop_SinglePreserve (collecting)
[ ]  199    0    0   15 / 1000     9.9s test_prop_SinglePreserve (collecting)
[ ]  209    0    0   15 / 1000    10.1s test_prop_SinglePreserve (collecting)
[ ]  228    0    0   18 / 1000    12.5s test_prop_SinglePreserve (collecting)
[ ]  229    0    0   18 / 1000    15.1s test_prop_SinglePreserve (collecting)
[ ]  276    0    0   23 / 1000    15.2s test_prop_SinglePreserve (collecting)
[ ]  295    0    0   24 / 1000    15.3s test_prop_SinglePreserve (collecting)
[ ]  319    0    0   24 / 1000    16.3s test_prop_SinglePreserve (collecting)
[ ]  342    0    0   26 / 1000    16.4s test_prop_SinglePreserve (collecting)
[ ]  366    0    0   27 / 1000    16.5s test_prop_SinglePreserve (collecting)
[ ]  412    0    0   32 / 1000    17.3s test_prop_SinglePreserve (collecting)
[ ]  423    0    0   33 / 1000    18.1s test_prop_SinglePreserve (collecting)
[ ]  428    0    0   33 / 1000    18.4s test_prop_SinglePreserve (collecting)
[ ]  447    0    0   34 / 1000    18.5s test_prop_SinglePreserve (collecting)
[ ]  451    0    0   34 / 1000    19.3s test_prop_SinglePreserve (collecting)
[ ]  452    0    0   34 / 1000    19.4s test_prop_SinglePreserve (collecting)
[ ]  477    0    0   37 / 1000    19.6s test_prop_SinglePreserve (collecting)
[ ]  532    0    0   42 / 1000    19.7s test_prop_SinglePreserve (collecting)
[ ]  562    0    0   44 / 1000    19.8s test_prop_SinglePreserve (collecting)
[ ]  587    0    0   45 / 1000    20.7s test_prop_SinglePreserve (collecting)
[ ]  603    0    0   47 / 1000    20.9s test_prop_SinglePreserve (collecting)
[ ]  625    0    0   48 / 1000    21.7s test_prop_SinglePreserve (collecting)
[ ]  634    0    0   49 / 1000    21.9s test_prop_SinglePreserve (collecting)
[ ]  669    0    0   50 / 1000    22.0s test_prop_SinglePreserve (collecting)
[ ]  701    0    0   54 / 1000    22.9s test_prop_SinglePreserve (collecting)
[ ]  750    0    0   55 / 1000    25.3s test_prop_SinglePreserve (collecting)
[ ]  762    0    0   56 / 1000    25.4s test_prop_SinglePreserve (collecting)
[ ]  770    0    0   56 / 1000    28.0s test_prop_SinglePreserve (collecting)
[ ]  774    0    0   56 / 1000    28.1s test_prop_SinglePreserve (collecting)
[ ]  781    0    0   56 / 1000    28.2s test_prop_SinglePreserve (collecting)
[ ]  785    0    0   57 / 1000    28.4s test_prop_SinglePreserve (collecting)
[ ]  793    0    0   58 / 1000    29.2s test_prop_SinglePreserve (collecting)
[ ]  795    0    0   58 / 1000    30.2s test_prop_SinglePreserve (collecting)
[ ]  801    0    0   60 / 1000    32.3s test_prop_SinglePreserve (collecting)
[ ]  806    0    0   60 / 1000    32.4s test_prop_SinglePreserve (collecting)
[ ]  810    0    0   60 / 1000    32.8s test_prop_SinglePreserve (collecting)
[ ]  825    0    0   61 / 1000    33.1s test_prop_SinglePreserve (collecting)
[ ]  838    0    0   62 / 1000    33.6s test_prop_SinglePreserve (collecting)
[ ]  866    0    0   64 / 1000    33.7s test_prop_SinglePreserve (collecting)
[ ]  879    0    0   64 / 1000    34.8s test_prop_SinglePreserve (collecting)
[ ]  885    0    0   64 / 1000    35.6s test_prop_SinglePreserve (collecting)
[ ]  910    0    0   64 / 1000    35.7s test_prop_SinglePreserve (collecting)
[ ]  916    0    0   64 / 1000    36.5s test_prop_SinglePreserve (collecting)
[ ]  933    0    0   65 / 1000    36.6s test_prop_SinglePreserve (collecting)
[ ]  953    0    0   66 / 1000    36.7s test_prop_SinglePreserve (collecting)
[ ]  977    0    0   66 / 1000    38.9s test_prop_SinglePreserve (collecting)
[ ]  982    0    0   66 / 1000    39.7s test_prop_SinglePreserve (collecting)
[ ]  984    0    0   66 / 1000    41.8s test_prop_SinglePreserve (collecting)
[ ] 1006    0    0   67 / 1000    44.0s test_prop_SinglePreserve (collecting)
[ ] 1023    0    0   67 / 1000    44.8s test_prop_SinglePreserve (collecting)
[ ] 1036    0    0   68 / 1000    44.9s test_prop_SinglePreserve (collecting)
[ ] 1058    0    0   70 / 1000    45.1s test_prop_SinglePreserve (collecting)
[ ] 1062    0    0   70 / 1000    45.4s test_prop_SinglePreserve (collecting)
[ ] 1079    0    0   71 / 1000    45.5s test_prop_SinglePreserve (collecting)
[ ] 1083    0    0   72 / 1000    46.2s test_prop_SinglePreserve (collecting)
[ ] 1099    0    0   73 / 1000    47.0s test_prop_SinglePreserve (collecting)
[ ] 1128    0    0   80 / 1000    47.8s test_prop_SinglePreserve (collecting)
[ ] 1149    0    0   80 / 1000    48.7s test_prop_SinglePreserve (collecting)
[ ] 1173    0    0   81 / 1000    49.4s test_prop_SinglePreserve (collecting)
[ ] 1190    0    0   84 / 1000    50.1s test_prop_SinglePreserve (collecting)
[ ] 1191    0    0   84 / 1000    50.9s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   85 / 1000    50.9s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 50825.54]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   12    0    0    2 / 1000     0.8s test_prop_SinglePreserve (collecting)
[ ]   16    0    0    2 / 1000     3.2s test_prop_SinglePreserve (collecting)
[ ]   68    0    0    6 / 1000     3.3s test_prop_SinglePreserve (collecting)
[ ]   78    0    0    9 / 1000     3.6s test_prop_SinglePreserve (collecting)
[ ]   92    0    0   10 / 1000     4.6s test_prop_SinglePreserve (collecting)
[ ]   93    0    0   10 / 1000     6.8s test_prop_SinglePreserve (collecting)
[ ]  105    0    0   10 / 1000     7.0s test_prop_SinglePreserve (collecting)
[ ]  108    0    0   10 / 1000     7.1s test_prop_SinglePreserve (collecting)
[ ]  126    0    0   13 / 1000     7.2s test_prop_SinglePreserve (collecting)
[ ]  129    0    0   13 / 1000     7.8s test_prop_SinglePreserve (collecting)
[ ]  149    0    0   13 / 1000    10.5s test_prop_SinglePreserve (collecting)
[ ]  151    0    0   13 / 1000    11.2s test_prop_SinglePreserve (collecting)
[ ]  154    0    0   13 / 1000    11.4s test_prop_SinglePreserve (collecting)
[ ]  164    0    0   13 / 1000    12.5s test_prop_SinglePreserve (collecting)
[ ]  173    0    0   13 / 1000    14.7s test_prop_SinglePreserve (collecting)
[ ]  174    0    0   13 / 1000    15.2s test_prop_SinglePreserve (collecting)
[ ]  207    0    0   14 / 1000    17.6s test_prop_SinglePreserve (collecting)
[ ]  214    0    0   14 / 1000    18.3s test_prop_SinglePreserve (collecting)
[ ]  249    0    0   16 / 1000    18.6s test_prop_SinglePreserve (collecting)
[ ]  269    0    0   19 / 1000    18.9s test_prop_SinglePreserve (collecting)
[ ]  293    0    0   21 / 1000    19.0s test_prop_SinglePreserve (collecting)
[ ]  295    0    0   21 / 1000    21.2s test_prop_SinglePreserve (collecting)
[ ]  313    0    0   23 / 1000    22.1s test_prop_SinglePreserve (collecting)
[ ]  337    0    0   26 / 1000    22.2s test_prop_SinglePreserve (collecting)
[ ]  381    0    0   28 / 1000    22.3s test_prop_SinglePreserve (collecting)
[ ]  412    0    0   30 / 1000    22.5s test_prop_SinglePreserve (collecting)
[ ]  435    0    0   30 / 1000    23.0s test_prop_SinglePreserve (collecting)
[ ]  472    0    0   31 / 1000    23.1s test_prop_SinglePreserve (collecting)
[ ]  512    0    0   38 / 1000    23.2s test_prop_SinglePreserve (collecting)
[ ]  521    0    0   39 / 1000    23.3s test_prop_SinglePreserve (collecting)
[ ]  531    0    0   39 / 1000    24.2s test_prop_SinglePreserve (collecting)
[ ]  539    0    0   39 / 1000    24.9s test_prop_SinglePreserve (collecting)
[ ]  546    0    0   40 / 1000    25.6s test_prop_SinglePreserve (collecting)
[ ]  572    0    0   42 / 1000    25.7s test_prop_SinglePreserve (collecting)
[ ]  597    0    0   44 / 1000    28.0s test_prop_SinglePreserve (collecting)
[ ]  602    0    0   44 / 1000    30.1s test_prop_SinglePreserve (collecting)
[ ]  603    0    0   44 / 1000    30.8s test_prop_SinglePreserve (collecting)
[ ]  604    0    0   44 / 1000    31.8s test_prop_SinglePreserve (collecting)
[ ]  658    0    0   46 / 1000    32.7s test_prop_SinglePreserve (collecting)
[ ]  681    0    0   46 / 1000    32.8s test_prop_SinglePreserve (collecting)
[ ]  697    0    0   46 / 1000    32.9s test_prop_SinglePreserve (collecting)
[ ]  731    0    0   50 / 1000    33.3s test_prop_SinglePreserve (collecting)
[ ]  742    0    0   51 / 1000    33.5s test_prop_SinglePreserve (collecting)
[ ]  762    0    0   51 / 1000    33.9s test_prop_SinglePreserve (collecting)
[ ]  771    0    0   53 / 1000    34.7s test_prop_SinglePreserve (collecting)
[ ]  815    0    0   55 / 1000    35.5s test_prop_SinglePreserve (collecting)
[ ]  842    0    0   56 / 1000    36.3s test_prop_SinglePreserve (collecting)
[ ]  848    0    0   56 / 1000    36.7s test_prop_SinglePreserve (collecting)
[ ]  883    0    0   61 / 1000    37.0s test_prop_SinglePreserve (collecting)
[ ]  914    0    0   63 / 1000    39.4s test_prop_SinglePreserve (collecting)
[ ]  918    0    0   63 / 1000    39.5s test_prop_SinglePreserve (collecting)
[ ]  960    0    0   69 / 1000    39.6s test_prop_SinglePreserve (collecting)
[ ]  991    0    0   72 / 1000    41.9s test_prop_SinglePreserve (collecting)
[ ]  998    0    0   73 / 1000    42.4s test_prop_SinglePreserve (collecting)
[ ] 1010    0    0   73 / 1000    44.9s test_prop_SinglePreserve (collecting)
[ ] 1015    0    0   73 / 1000    45.7s test_prop_SinglePreserve (collecting)
[ ] 1042    0    0   76 / 1000    45.9s test_prop_SinglePreserve (collecting)
[ ] 1082    0    0   83 / 1000    46.8s test_prop_SinglePreserve (collecting)
[ ] 1094    0    0   86 / 1000    48.9s test_prop_SinglePreserve (collecting)
[ ] 1096    0    0   86 / 1000    51.8s test_prop_SinglePreserve (collecting)
[ ] 1098    0    0   86 / 1000    54.2s test_prop_SinglePreserve (collecting)
[ ] 1109    0    0   86 / 1000    54.6s test_prop_SinglePreserve (collecting)
[ ] 1113    0    0   86 / 1000    54.8s test_prop_SinglePreserve (collecting)
[ ] 1115    0    0   86 / 1000    55.7s test_prop_SinglePreserve (collecting)
[ ] 1123    0    0   86 / 1000    56.5s test_prop_SinglePreserve (collecting)
[ ] 1135    0    0   87 / 1000    56.9s test_prop_SinglePreserve (collecting)
[ ] 1145    0    0   87 / 1000    57.6s test_prop_SinglePreserve (collecting)
[ ] 1156    0    0   88 / 1000    57.8s test_prop_SinglePreserve (collecting)
[ ] 1187    0    0   91 / 1000    58.5s test_prop_SinglePreserve (collecting)
[ ] 1189    0    0   91 / 1000    60.9s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0   91 / 1000    60.9s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 60801.37]
[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve
[ ]    0    0    0    0 / 1000     0.0s test_prop_SinglePreserve (generating)
[ ]   13    0    0    0 / 1000     0.3s test_prop_SinglePreserve (collecting)
[ ]   28    0    0    1 / 1000     1.1s test_prop_SinglePreserve (collecting)
[ ]   53    0    0    3 / 1000     1.2s test_prop_SinglePreserve (collecting)
[ ]   69    0    0    5 / 1000     3.5s test_prop_SinglePreserve (collecting)
[ ]  107    0    0    7 / 1000     3.6s test_prop_SinglePreserve (collecting)
