[prop_SinglePreserve|
generated error fail pass / total     time test name
[ ]  627    0    0   55 / 1000    28.1s test_prop_SinglePreserve (collecting)
[ ]  640    0    0   55 / 1000    28.2s test_prop_SinglePreserve (collecting)
[ ]  647    0    0   56 / 1000    28.9s test_prop_SinglePreserve (collecting)
[ ]  668    0    0   59 / 1000    31.7s test_prop_SinglePreserve (collecting)
[ ]  691    0    0   61 / 1000    32.4s test_prop_SinglePreserve (collecting)
[ ]  702    0    0   61 / 1000    33.5s test_prop_SinglePreserve (collecting)
[ ]  715    0    0   62 / 1000    33.6s test_prop_SinglePreserve (collecting)
[ ]  721    0    0   62 / 1000    34.4s test_prop_SinglePreserve (collecting)
[ ]  736    0    0   63 / 1000    34.6s test_prop_SinglePreserve (collecting)
[ ]  743    0    0   63 / 1000    35.4s test_prop_SinglePreserve (collecting)
[ ]  761    0    0   65 / 1000    35.5s test_prop_SinglePreserve (collecting)
[ ]  779    0    0   67 / 1000    35.8s test_prop_SinglePreserve (collecting)
[ ]  807    0    0   69 / 1000    38.1s test_prop_SinglePreserve (collecting)
[ ]  826    0    0   70 / 1000    38.2s test_prop_SinglePreserve (collecting)
[ ]  853    0    0   72 / 1000    38.3s test_prop_SinglePreserve (collecting)
[ ]  858    0    0   73 / 1000    38.7s test_prop_SinglePreserve (collecting)
[ ]  915    0    0   77 / 1000    38.8s test_prop_SinglePreserve (collecting)
[ ]  920    0    0   78 / 1000    39.6s test_prop_SinglePreserve (collecting)
[ ]  959    0    0   83 / 1000    39.7s test_prop_SinglePreserve (collecting)
[ ]  969    0    0   83 / 1000    40.5s test_prop_SinglePreserve (collecting)
[ ]  979    0    0   83 / 1000    43.0s test_prop_SinglePreserve (collecting)
[ ] 1020    0    0   87 / 1000    43.2s test_prop_SinglePreserve (collecting)
[ ] 1065    0    0   89 / 1000    43.3s test_prop_SinglePreserve (collecting)
[ ] 1111    0    0   95 / 1000    44.3s test_prop_SinglePreserve (collecting)
[ ] 1121    0    0   95 / 1000    46.5s test_prop_SinglePreserve (collecting)
[ ] 1132    0    0   95 / 1000    46.6s test_prop_SinglePreserve (collecting)
[ ] 1137    0    0   96 / 1000    46.7s test_prop_SinglePreserve (collecting)
[ ] 1150    0    0   98 / 1000    46.8s test_prop_SinglePreserve (collecting)
[ ] 1154    0    0   98 / 1000    46.9s test_prop_SinglePreserve (collecting)
[ ] 1162    0    0   98 / 1000    49.4s test_prop_SinglePreserve (collecting)
[ ] 1169    0    0   98 / 1000    49.5s test_prop_SinglePreserve (collecting)
[✓] 1200    0    0  101 / 1000    49.6s test_prop_SinglePreserve
================================================================================
success (ran 1 tests)
|prop_SinglePreserve -> 49380.44]
