,workload,strategy,discards,foundbug,time,inputs,throughput
0,BSTProplang,BespokeGenerator,0.0,1.0,0.00040356415094333777,33.9622641509434,70282.78126767457
1,RBTProplang,BespokeGenerator,0.0,1.0,0.014794756896551657,1751.7862068965517,62788.003901645134
2,STLCProplang,BespokeGenerator,0.0,1.0,0.016135564999999893,610.37,25915.249986170624
